;Unnamed: 0;id;smiles;compound_class;compound_subclass;name;molecular_weight;formula;cas_number;created_at;updated_at;SMILES_check;Std_SMILES;Parent_SMILES
220;221;341;OCC1OC(OC2C(O)C(O)C(CO)OC2OC2=C(OC3=CC(OC4OC(CO)C(O)C(O)C4O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)C(O)C(O)C1O;Flavonoids;Flavonols;Kaempferol 3-O-sophoroside 7-O-glucoside;772.658;C33H40O21;;2006-07-12 13:39:20 UTC;2015-05-10 23:28:48 UTC;O=c1c(OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12;O=c1c(OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12;O=c1c(OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12
221;222;349;OC1C(O)C(COC(=O)CC(O)=O)OC(OC2=C(OC3=C(C(O)=CC(O)=C3)C2=O)C2=CC(O)=C(O)C=C2)C1O;Flavonoids;Flavonols;"Quercetin 3-O-(6""-malonyl-glucoside)";550.422;C24H22O15;;2006-08-08 11:12:09 UTC;2015-05-10 23:28:48 UTC;O=C(O)CC(=O)OCC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O;O=C(O)CC(=O)OCC1OC(Oc2c(-c3cc(O)c(O)cc3)oc3c(c(O)cc(O)c3)c2=O)C(O)C(O)C1O;O=C(O)CC(=O)OCC1OC(Oc2c(-c3cc(O)c(O)cc3)oc3c(c(O)cc(O)c3)c2=O)C(O)C(O)C1O
222;223;350;[H][C@]1(COC(=O)CC(O)=O)O[C@@]([H])(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O;Flavonoids;Flavonols;"Kaempferol 3-O-(6""-malonyl-glucoside)";534.423;C24H22O14;;2006-08-08 15:26:18 UTC;2015-05-10 23:28:48 UTC;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O)[C@]([H])(Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)O[C@]1([H])COC(=O)CC(=O)O;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O)[C@]([H])(Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)O[C@]1([H])COC(=O)CC(=O)O;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O)[C@]([H])(Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)O[C@]1([H])COC(=O)CC(=O)O
223;224;351;C[C@@H]1O[C@H](OC2=C(OC3=CC(O)=CC([O-])=C3C2=O)C2=CC=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O;Flavonoids;Flavonols;Kaempferol 3-O-rhamnoside;431.37;C21H19O10;;2006-08-08 15:29:09 UTC;2015-05-10 23:28:48 UTC;C[C@@H]1O[C@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc([O-])c3c2=O)[C@H](O)[C@H](O)[C@H]1O;C[C@@H]1O[C@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O;C[C@@H]1O[C@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O
224;225;352;OCC1OC(OC2=CC3=C(C(O)=C2)C(=O)C(OC2OC(COC(=O)CC(O)=O)C(O)C(O)C2O)=C(O3)C2=CC(O)=C(O)C=C2)C(O)C(O)C1O;Flavonoids;Flavonols;"Quercetin 3-O-(6""-malonyl-glucoside) 7-O-glucoside";712.563;C30H32O20;;2006-08-08 15:31:15 UTC;2015-05-10 23:28:48 UTC;O=C(O)CC(=O)OCC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c2=O)C(O)C(O)C1O;O=C(O)CC(=O)OCC1OC(Oc2c(-c3cc(O)c(O)cc3)oc3c(c(O)cc(OC4OC(CO)C(O)C(O)C4O)c3)c2=O)C(O)C(O)C1O;O=C(O)CC(=O)OCC1OC(Oc2c(-c3cc(O)c(O)cc3)oc3c(c(O)cc(OC4OC(CO)C(O)C(O)C4O)c3)c2=O)C(O)C(O)C1O
225;226;356;COC1=C(O)C2=C(OC(=C(OC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3OC3OCC(O)(CO)C3O)C2=O)C2=CC=C(O)C(O)=C2)C=C1O;Flavonoids;Flavonols;Patuletin 3-O-glucosyl-(1->6)-[apiosyl(1->2)]-glucoside;788.657;C33H40O22;;2006-08-09 12:52:52 UTC;2015-05-10 23:28:48 UTC;COc1c(O)cc2oc(-c3ccc(O)c(O)c3)c(OC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3OC3OCC(O)(CO)C3O)c(=O)c2c1O;COc1c(O)c2c(cc1O)oc(-c1ccc(O)c(O)c1)c(OC1OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C1OC1OCC(O)(CO)C1O)c2=O;COc1c(O)c2c(cc1O)oc(-c1ccc(O)c(O)c1)c(OC1OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C1OC1OCC(O)(CO)C1O)c2=O
226;227;357;COC1=CC(=CC=C1O)C1=C(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2OC2OCC(O)(CO)C2O)C(=O)C2=C(O1)C=C(O)C(OC)=C2O;Flavonoids;Flavonols;Spinacetin 3-O-glucosyl-(1->6)-[apiosyl(1->2)]-glucoside;802.684;C34H42O22;;2006-08-09 12:52:52 UTC;2015-05-10 23:28:48 UTC;COc1cc(-c2oc3cc(O)c(OC)c(O)c3c(=O)c2OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2OC2OCC(O)(CO)C2O)ccc1O;COc1cc(-c2c(OC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3OC3OCC(O)(CO)C3O)c(=O)c3c(cc(O)c(OC)c3O)o2)ccc1O;COc1cc(-c2c(OC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3OC3OCC(O)(CO)C3O)c(=O)c3c(cc(O)c(OC)c3O)o2)ccc1O
227;228;358;[H][C@@]1(O[C@]2([H])[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(CO[C@]3([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]3([H])OC(=O)\C=C\C3=CC(OC)=C(O)C=C3)O[C@@]2([H])OC2=C(OC3=C(C(O)=C(OC)C(O)=C3)C2=O)C2=CC=C(O)C(O)=C2)OC[C@](O)(CO)[C@@]1([H])O;Flavonoids;Flavonols;Patuletin 3-O-(2''-feruloylglucosyl)(1->6)-[apiosyl(1->2)]-glucoside;964.826;C43H48O25;;2006-08-09 12:52:52 UTC;2015-05-10 23:28:48 UTC;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O[C@]2([H])OC[C@](O)(CO)[C@@]2([H])O)[C@]([H])(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)c(OC)c(O)c3c2=O)O[C@]1([H])CO[C@]1([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])OC(=O)/C=C/c1ccc(O)c(OC)c1;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O[C@]2([H])OC[C@](O)(CO)[C@@]2([H])O)[C@]([H])(Oc2c(-c3ccc(O)c(O)c3)oc3c(c(O)c(OC)c(O)c3)c2=O)O[C@]1([H])CO[C@]1([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])OC(=O)/C=C/c1cc(OC)c(O)cc1;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O[C@]2([H])OC[C@](O)(CO)[C@@]2([H])O)[C@]([H])(Oc2c(-c3ccc(O)c(O)c3)oc3c(c(O)c(OC)c(O)c3)c2=O)O[C@]1([H])CO[C@]1([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])OC(=O)/C=C/c1cc(OC)c(O)cc1
228;229;359;[H][C@@]1(O[C@@]2([H])[C@]([H])(OC3=C(OC4=CC(O)=C(OC)C(O)=C4C3=O)C3=CC=C(O)C(OC)=C3)OC(CO[C@]3([H])O[C@@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]3([H])OC(=O)\C=C\C3=CC=C(O)C=C3)[C@@]([H])(O)[C@]2([H])O)OC[C@](O)(CO)[C@@]1([H])O;Flavonoids;Flavonols;"Spinacetin 3-O-(2""-p-coumaroylglucosyl)(1->6)-[apiosyl(1->2)]-glucoside";948.827;C43H48O24;;2006-08-09 12:52:52 UTC;2015-05-10 23:28:48 UTC;[H][C@@]1(CO)O[C@@]([H])(OCC2O[C@@]([H])(Oc3c(-c4ccc(O)c(OC)c4)oc4cc(O)c(OC)c(O)c4c3=O)[C@]([H])(O[C@]3([H])OC[C@](O)(CO)[C@@]3([H])O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(OC(=O)/C=C/c2ccc(O)cc2)[C@@]([H])(O)[C@]1([H])O;[H][C@@]1(CO)O[C@@]([H])(OCC2O[C@@]([H])(Oc3c(-c4ccc(O)c(OC)c4)oc4cc(O)c(OC)c(O)c4c3=O)[C@]([H])(O[C@]3([H])OC[C@](O)(CO)[C@@]3([H])O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(OC(=O)/C=C/c2ccc(O)cc2)[C@@]([H])(O)[C@]1([H])O;[H][C@@]1(CO)O[C@@]([H])(OCC2O[C@@]([H])(Oc3c(-c4ccc(O)c(OC)c4)oc4cc(O)c(OC)c(O)c4c3=O)[C@]([H])(O[C@]3([H])OC[C@](O)(CO)[C@@]3([H])O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(OC(=O)/C=C/c2ccc(O)cc2)[C@@]([H])(O)[C@]1([H])O
229;230;360;[H][C@@]1(O[C@@]2([H])[C@]([H])(OC3=C(OC4=CC(O)=C(OC)C(O)=C4C3=O)C3=CC=C(O)C(OC)=C3)OC(CO[C@]3([H])O[C@@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]3([H])OC(=O)\C=C\C3=CC(OC)=C(O)C=C3)[C@@]([H])(O)[C@]2([H])O)OC[C@](O)(CO)[C@@]1([H])O;Flavonoids;Flavonols;"Spinacetin 3-O-(2""-feruloylglucosyl)(1->6)-[apiosyl(1->2)]-glucoside";978.853;C44H50O25;;2006-08-09 12:52:52 UTC;2015-05-10 23:28:48 UTC;[H][C@@]1(CO)O[C@@]([H])(OCC2O[C@@]([H])(Oc3c(-c4ccc(O)c(OC)c4)oc4cc(O)c(OC)c(O)c4c3=O)[C@]([H])(O[C@]3([H])OC[C@](O)(CO)[C@@]3([H])O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(OC(=O)/C=C/c2ccc(O)c(OC)c2)[C@@]([H])(O)[C@]1([H])O;[H][C@@]1(CO)O[C@@]([H])(OCC2O[C@@]([H])(Oc3c(-c4ccc(O)c(OC)c4)oc4cc(O)c(OC)c(O)c4c3=O)[C@]([H])(O[C@]3([H])OC[C@](O)(CO)[C@@]3([H])O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(OC(=O)/C=C/c2cc(OC)c(O)cc2)[C@@]([H])(O)[C@]1([H])O;[H][C@@]1(CO)O[C@@]([H])(OCC2O[C@@]([H])(Oc3c(-c4ccc(O)c(OC)c4)oc4cc(O)c(OC)c(O)c4c3=O)[C@]([H])(O[C@]3([H])OC[C@](O)(CO)[C@@]3([H])O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(OC(=O)/C=C/c2cc(OC)c(O)cc2)[C@@]([H])(O)[C@]1([H])O
230;231;361;COC1=CC(=CC=C1O)C1=C(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(=O)C2=C(O1)C=C(O)C(OC)=C2O;Flavonoids;Flavonols;Spinacetin 3-O-glucosyl-(1->6)-glucoside;670.57;C29H34O18;;2006-08-09 12:52:52 UTC;2015-05-10 23:28:48 UTC;COc1cc(-c2oc3cc(O)c(OC)c(O)c3c(=O)c2OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)ccc1O;COc1cc(-c2c(OC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)c(=O)c3c(cc(O)c(OC)c3O)o2)ccc1O;COc1cc(-c2c(OC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)c(=O)c3c(cc(O)c(OC)c3O)o2)ccc1O
231;232;362;[H][C@@]1(OC2=CC=C(C=C2OC)C2=C(OC)C(=O)C3=C(O2)C=C(O)C(OC)=C3O)O[C@]([H])(C(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O;Flavonoids;Flavonols;Jaceidin 4'-O-glucuronide;536.439;C24H24O14;;2006-08-09 12:52:52 UTC;2015-05-10 23:28:48 UTC;[H][C@]1(C(=O)O)O[C@@]([H])(Oc2ccc(-c3oc4cc(O)c(OC)c(O)c4c(=O)c3OC)cc2OC)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O;[H][C@]1(C(=O)O)O[C@@]([H])(Oc2ccc(-c3c(OC)c(=O)c4c(cc(O)c(OC)c4O)o3)cc2OC)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O;[H][C@]1(C(=O)O)O[C@@]([H])(Oc2ccc(-c3c(OC)c(=O)c4c(cc(O)c(OC)c4O)o3)cc2OC)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O
232;233;363;[H][C@@]1(OC2=CC=C(C=C2O)C2=C(OC)C(=O)C3=C(O)C4=C(OCO4)C=C3O2)O[C@]([H])(C(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O;Flavonoids;Flavonols;5,3',4'-Trihydroxy-3-methoxy-6:7-methylenedioxyflavone 4'-O-glucuronide;520.396;C23H20O14;;2006-08-09 12:52:52 UTC;2015-05-10 23:28:48 UTC;[H][C@]1(C(=O)O)O[C@@]([H])(Oc2ccc(-c3oc4cc5c(c(O)c4c(=O)c3OC)OCO5)cc2O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O;[H][C@]1(C(=O)O)O[C@@]([H])(Oc2ccc(-c3c(OC)c(=O)c4c(O)c5c(cc4o3)OCO5)cc2O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O;[H][C@]1(C(=O)O)O[C@@]([H])(Oc2ccc(-c3c(OC)c(=O)c4c(O)c5c(cc4o3)OCO5)cc2O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O
233;234;364;[H][C@@]1(OC2=CC=C(C=C2OC)C2=C(OC)C(=O)C3=C(O)C4=C(OCO4)C=C3O2)O[C@]([H])(C(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O;Flavonoids;Flavonols;5,4'-Dihydroxy-3,3'-dimethoxy-6:7-methylenedioxyflavone 4'-O-glucuronide;534.423;C24H22O14;;2006-08-09 12:52:52 UTC;2015-05-10 23:28:48 UTC;[H][C@]1(C(=O)O)O[C@@]([H])(Oc2ccc(-c3oc4cc5c(c(O)c4c(=O)c3OC)OCO5)cc2OC)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O;[H][C@]1(C(=O)O)O[C@@]([H])(Oc2ccc(-c3c(OC)c(=O)c4c(O)c5c(cc4o3)OCO5)cc2OC)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O;[H][C@]1(C(=O)O)O[C@@]([H])(Oc2ccc(-c3c(OC)c(=O)c4c(O)c5c(cc4o3)OCO5)cc2OC)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O
234;235;367;[H][C@]1(CO)O[C@@]([H])(OC[C@@]2([H])O[C@@]([H])(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC=C(O)C=C3)[C@]([H])(O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@@]1([H])O;Flavonoids;Flavonols;Kaempferol 3-O-xylosyl-glucoside;580.492;C26H28O15;;2007-03-23 00:00:00 UTC;2015-05-10 23:28:48 UTC;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O)[C@]([H])(Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)O[C@]1([H])CO[C@]1([H])O[C@]([H])(CO)[C@]([H])(O)[C@@]1([H])O;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O)[C@]([H])(Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)O[C@]1([H])CO[C@]1([H])O[C@]([H])(CO)[C@]([H])(O)[C@@]1([H])O;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O)[C@]([H])(Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)O[C@]1([H])CO[C@]1([H])O[C@]([H])(CO)[C@]([H])(O)[C@@]1([H])O
235;236;368;[H][C@]1(COC(C)=O)O[C@@]([H])(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O;Flavonoids;Flavonols;Kaempferol 3-O-acetyl-glucoside;490.414;C23H22O12;;2007-03-23 00:00:00 UTC;2015-05-10 23:28:49 UTC;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O)[C@]([H])(Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)O[C@]1([H])COC(C)=O;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O)[C@]([H])(Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)O[C@]1([H])COC(C)=O;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O)[C@]([H])(Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)O[C@]1([H])COC(C)=O
236;237;369;C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[C@H](O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O;Flavonoids;Flavonols;Quercetin 3-O-xylosyl-rutinoside;742.632;C32H38O20;;2007-03-27 00:00:00 UTC;2015-05-10 23:28:49 UTC;C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O;C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4cc(O)c(O)cc4)oc4cc(O)cc(O)c4c3=O)[C@H](O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O;C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4cc(O)c(O)cc4)oc4cc(O)cc(O)c4c3=O)[C@H](O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
237;238;370;[H][C@@]1(C)O[C@@]([H])(O[C@]2([H])[C@@]([H])(O)[C@]([H])(C)O[C@@]([H])(OC[C@@]3([H])O[C@@]([H])(OC4=C(OC5=CC(O)=CC(O)=C5C4=O)C4=CC=C(O)C=C4)[C@]([H])(O)[C@@]([H])(O)[C@]3([H])O)[C@]2([H])O)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O;Flavonoids;Flavonols;Kaempferol 3-O-xylosyl-rutinoside;740.659;C33H40O19;;2007-03-27 00:00:00 UTC;2015-05-10 23:28:49 UTC;[H][C@@]1(C)O[C@@]([H])(OC[C@@]2([H])O[C@@]([H])(Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)[C@]([H])(O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@]([H])(O[C@]2([H])O[C@@]([H])(C)[C@]([H])(O)[C@@]([H])(O)[C@@]2([H])O)[C@@]1([H])O;[H][C@@]1(C)O[C@@]([H])(OC[C@@]2([H])O[C@@]([H])(Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)[C@]([H])(O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@]([H])(O[C@]2([H])O[C@@]([H])(C)[C@]([H])(O)[C@@]([H])(O)[C@@]2([H])O)[C@@]1([H])O;[H][C@@]1(C)O[C@@]([H])(OC[C@@]2([H])O[C@@]([H])(Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)[C@]([H])(O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@]([H])(O[C@]2([H])O[C@@]([H])(C)[C@]([H])(O)[C@@]([H])(O)[C@@]2([H])O)[C@@]1([H])O
238;239;375;OC[C@H]1OC(OC2=CC(O)=C3C(=O)C([O-])=C(OC3=C2)C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O;Flavonoids;Flavonols;Kaempferol 7-O-glucoside;447.369;C21H19O11;;2007-05-21 00:00:00 UTC;2015-05-10 23:28:49 UTC;O=c1c([O-])c(-c2ccc(O)cc2)oc2cc(OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12;O=c1c(O)c(-c2ccc(O)cc2)oc2cc(OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12;O=c1c(O)c(-c2ccc(O)cc2)oc2cc(OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12
239;240;376;CC1OC(OC2=CC(O)=C3C(=O)C(OC4OC(CO)C(O)C(O)C4O)=C(OC3=C2)C2=CC=C(O)C=C2)C(O)C(O)C1O;Flavonoids;Flavonols;Kaempferol 3-O-galactoside 7-O-rhamnoside;594.518;C27H30O15;;2007-05-21 00:00:00 UTC;2015-05-10 23:28:49 UTC;CC1OC(Oc2cc(O)c3c(=O)c(OC4OC(CO)C(O)C(O)C4O)c(-c4ccc(O)cc4)oc3c2)C(O)C(O)C1O;CC1OC(Oc2cc(O)c3c(=O)c(OC4OC(CO)C(O)C(O)C4O)c(-c4ccc(O)cc4)oc3c2)C(O)C(O)C1O;CC1OC(Oc2cc(O)c3c(=O)c(OC4OC(CO)C(O)C(O)C4O)c(-c4ccc(O)cc4)oc3c2)C(O)C(O)C1O
240;241;377;[H][C@@]1(C)O[C@@]([H])(OC2=CC(O)=C3C(=O)C(O[C@]4([H])O[C@]([H])(COC(C)=O)[C@]([H])(O)[C@]([H])(O)[C@@]4([H])O)=C(OC3=C2)C2=CC=C(O)C=C2)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O;Flavonoids;Flavonols;Kaempferol 3-O-(6''-acetyl-galactoside) 7-O-rhamnoside;636.555;C29H32O16;;2007-05-21 00:00:00 UTC;2015-05-10 23:28:49 UTC;[H][C@@]1(Oc2c(-c3ccc(O)cc3)oc3cc(O[C@]4([H])O[C@@]([H])(C)[C@]([H])(O)[C@@]([H])(O)[C@@]4([H])O)cc(O)c3c2=O)O[C@]([H])(COC(C)=O)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O;[H][C@@]1(Oc2c(-c3ccc(O)cc3)oc3cc(O[C@]4([H])O[C@@]([H])(C)[C@]([H])(O)[C@@]([H])(O)[C@@]4([H])O)cc(O)c3c2=O)O[C@]([H])(COC(C)=O)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O;[H][C@@]1(Oc2c(-c3ccc(O)cc3)oc3cc(O[C@]4([H])O[C@@]([H])(C)[C@]([H])(O)[C@@]([H])(O)[C@@]4([H])O)cc(O)c3c2=O)O[C@]([H])(COC(C)=O)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O
241;242;378;C[C@@H]1O[C@@H](OC2=CC(O)=C3C(=O)C(O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)=C(OC3=C2)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O;Flavonoids;Flavonols;Quercetin 3-O-galactoside 7-O-rhamnoside;610.518;C27H30O16;;2007-05-21 00:00:00 UTC;2015-05-10 23:28:49 UTC;C[C@@H]1O[C@@H](Oc2cc(O)c3c(=O)c(O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)c(-c4ccc(O)c(O)c4)oc3c2)[C@H](O)[C@H](O)[C@H]1O;C[C@@H]1O[C@@H](Oc2cc(O)c3c(=O)c(O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)c(-c4cc(O)c(O)cc4)oc3c2)[C@H](O)[C@H](O)[C@H]1O;C[C@@H]1O[C@@H](Oc2cc(O)c3c(=O)c(O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)c(-c4cc(O)c(O)cc4)oc3c2)[C@H](O)[C@H](O)[C@H]1O
242;243;379;CC1OC(OC2=CC3=C(C(O)=C2)C(=O)C(OC2OC(COC(C)=O)C(O)C(O)C2O)=C(O3)C2=CC=C(O)C(O)=C2)C(O)C(O)C1O;Flavonoids;Flavonols;Quercetin 3-O-(6''-acetyl-galactoside) 7-O-rhamnoside;652.554;C29H32O17;;2007-05-21 00:00:00 UTC;2015-05-10 23:28:49 UTC;CC(=O)OCC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(OC4OC(C)C(O)C(O)C4O)cc(O)c3c2=O)C(O)C(O)C1O;CC(=O)OCC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3c(c(O)cc(OC4OC(C)C(O)C(O)C4O)c3)c2=O)C(O)C(O)C1O;CC(=O)OCC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3c(c(O)cc(OC4OC(C)C(O)C(O)C4O)c3)c2=O)C(O)C(O)C1O
